"","larvi","emerg","pden","pmort","amort","difcoeff","mo.out","flypop"
"37",0.0552121278566386,0.0109451481773006,2.95412666700501e-05,0.00142285561653582,0.00945710335087497,0.442279454002436,0.194865465329692,4.87
"38",0.0489352678734285,0.0112427189213239,2.60295703309774e-05,0.00168679673460341,0.0106403479609662,0.292171210552286,0.189705869166354,4.07
"39",0.0507237777538927,0.0101756430891296,7.64394615190104e-06,0.00209299969340675,0.00719793758166023,0.106822004255001,0.237041021211151,1.95
"40",0.0478895739788131,0.0155253163802857,1.83627308815997e-05,0.00498513074885704,0.0105496913556871,0.494470687596779,0.0747741299614822,10.13
"41",0.0604519453799342,0.0119485988325858,3.99727373199817e-05,0.00159976934126404,0.0129389724661154,0.219683167392109,0.170451470349919,4.54
"42",0.0558047853969474,0.0127903836696797,2.61938514359389e-05,0.00370584814947477,0.0106330259416858,0.340238705620356,0.193170967843727,4.27
"43",0.0591994285819965,0.011380268965407,4.34841801469028e-05,0.00305598494125559,0.0103067360019661,0.385900143257156,0.0777008307741152,10.3
"44",0.0563841269833259,0.0160936317592394,1.17360255212244e-05,0.00136393910267652,0.0140961546769668,0.308356374375056,0.0810389816669433,9.83
"45",0.0583076335690663,0.0101660694071247,7.68632141987793e-06,0.00416781049891899,0.0115676894951938,0.426302196958754,0.0660558509248611,11.28
"46",0.0461395597442073,0.0101963442257217,3.16006840084028e-05,0.00435947061728628,0.00868409977961797,0.106475097671337,0.188199970073636,2.36
"47",0.0485947870125965,0.0111044627602678,2.24839847367443e-05,0.00245764284750563,0.010151372574144,0.474398343679961,0.227491305676511,3.99
"48",0.055291889983792,0.0132939447197939,3.31429860182479e-05,0.00266902312852122,0.010388055108476,0.17335406887345,0.0749502520859288,8.42
"49",0.0571818354904341,0.01665057262938,1.55677287703659e-05,0.00378218351651536,0.0115032294905023,0.46124555664435,0.238466121487061,4
"50",0.0481898561048971,0.0144333029039064,6.5747749445308e-06,0.00376059817648842,0.00669309033767087,0.258262151811179,0.113513610502926,5.86
"51",0.0533184898103112,0.0111129891559668,3.42449349142518e-05,0.00426776887048705,0.013372670853443,0.488933207066916,0.11403458002281,7.04
"52",0.0537314610024526,0.0116503750362666,2.03895508514624e-05,0.00230736854695744,0.0127950937515078,0.256808651477005,0.149402201332813,4.99
"53",0.0592208365538099,0.0109084369098349,2.97873492587265e-05,0.0019567985535253,0.00761853208058281,0.446961653692089,0.101157191032431,8.52
"54",0.0417755946933466,0.0105498800470152,1.62313744001556e-05,0.00307128887869505,0.014722856619535,0.302371037403122,0.0249507566651469,14.13
"55",0.0509874200262711,0.0148176380396557,2.72264194472041e-05,0.00186576350260497,0.0114575976039702,0.199401877045818,0.0451888253668009,13.11
"56",0.0624093656087886,0.0118233166525063,2.18298324344214e-05,0.00199344886352163,0.0130285375429131,0.451895124470722,0.195534525481989,5.16
"57",0.0562247641339733,0.0162757996572647,3.20463484257739e-05,0.00474257808198192,0.0068529437974398,0.173800323218293,0.147927288719699,4.07
"58",0.0580419026803769,0.0142484697102709,1.88994782279246e-05,0.00211326269060286,0.0108892919224896,0.448816342149768,0.0933744500605518,9.62
"59",0.0559792766177028,0.0161806475585885,4.43776282928791e-05,0.00218491543252865,0.0116039555621962,0.270159943708964,0.0279504059887922,20.63
"60",0.0466210127392696,0.0120457445783401,1.95245486871526e-05,0.00495445099812205,0.0142196087917127,0.158064718198404,0.0458899655952037,8.07
"61",0.0454391248660055,0.015913812680336,5.45551400419325e-06,0.00166612078424718,0.011902905917929,0.181756004974805,0.16733245872885,3.73
"62",0.0615095807056835,0.012809539787493,3.10467671627086e-05,0.00367589766243938,0.0142271461852454,0.326138028004859,0.0379120851030003,16.67
"63",0.0579915752118638,0.012407032683352,7.18250655069016e-06,0.00163587964158331,0.0105761465474241,0.135706197604444,0.15988425324686,3.9
"64",0.0449609133627964,0.0119541571277007,4.18418406751938e-05,0.00455956332578353,0.0147442865940626,0.488699913718551,0.193511423933079,3.5
"65",0.057624428539047,0.0131705227232662,4.17550716821756e-05,0.00289309864995972,0.0114061132199853,0.27444024354741,0.180416597375746,4.39
"66",0.0572374580933101,0.0154295807834885,3.90322970558144e-05,0.00475958479636349,0.0115584617830045,0.304588041256368,0.22095317232187,3.55
"67",0.0499381992628866,0.0100159465189977,1.87818276402634e-05,0.00198289982965332,0.0115385790341627,0.270756436764635,0.202377302843361,3.63
"68",0.0514411472685121,0.0115493659078299,3.05305018838961e-05,0.00168008752414142,0.00820955455708783,0.353974085604493,0.0890387900743459,8.66
"69",0.043032946759248,0.0130581479211012,2.97514092281088e-05,0.00246202672771848,0.00500777497312287,0.328323768018279,0.102994138886266,6.48
"70",0.0621839852965932,0.0139574271405209,9.93187031858601e-06,0.00229174584836757,0.0110150691920635,0.184331448789593,0.243091888221923,2.81
"71",0.0595803794108894,0.0154579792166129,3.1366058879206e-05,0.00192329188594391,0.0101410631970456,0.160627930875588,0.133022779246012,5.07
"72",0.0596823171034436,0.0147617728455209,1.69679375746101e-05,0.00318424558265775,0.00514109473725082,0.317606591038592,0.0761510606093134,8.65
"73",0.0502256515483265,0.0164383949393406,3.65986055900157e-05,0.00385485104312538,0.0127685980428709,0.333737732435484,0.0629049629729241,10.59
"74",0.0599450434311099,0.0131831626690195,1.23299398421776e-05,0.0014026282926026,0.0132089303182554,0.274279445925914,0.0288591752638679,21.25
"75",0.048548668647704,0.0159924163452412,4.24334036684316e-05,0.00262819727041933,0.0126314500559587,0.278795497170463,0.138331634891474,5.28
"76",0.0511392863254878,0.0156721930847193,1.64444029328693e-05,0.00310451054334058,0.0094760491575487,0.465098605761118,0.114956591678375,7.67
"77",0.0558917412031636,0.0160729725638498,2.34686515604053e-05,0.00359523060563777,0.012809886161082,0.228200399993267,0.230559828887366,3.05
"78",0.0614093169315117,0.0149656380821454,3.31634521155711e-05,0.00199213632050116,0.0102474093935988,0.172106552384235,0.198566903853873,3.44
"79",0.0446639208972774,0.015904193142668,3.62135511106532e-05,0.00260452346680715,0.012663473199422,0.427126556238066,0.0512569120295683,12.59
"80",0.0550733826032229,0.0129757815085383,3.55373225443251e-05,0.00465894256366853,0.0113104717802117,0.286524704049807,0.249837901689135,2.9
"81",0.0603665624034281,0.0122925252830796,4.4142776336316e-05,0.00408900095372956,0.00907771841018228,0.105813960251212,0.0802502925142122,6.6
"82",0.0426766875461423,0.01290975281454,3.9059136988977e-05,0.00490461827708845,0.00695387101863278,0.330123728315998,0.0414390291028039,13.15
"83",0.0581514647167448,0.0110781209250617,2.10492966089118e-05,0.00198667949407216,0.00566756779857213,0.275240814349148,0.0265730239817512,18.39
"84",0.0488102350455592,0.0161792604079749,2.68107798739057e-05,0.00168483090899128,0.00592592476834776,0.401089782755915,0.1692741852335,4.83
"85",0.0558705086654275,0.0150952786042293,4.06126487836707e-05,0.00256083821624838,0.00734916700319154,0.264341179722548,0.167666422262246,4.39
"86",0.0440977345293698,0.0155729567906633,9.05357000763528e-06,0.00392412335689325,0.0104075968320016,0.496108360958844,0.237174121925095,3.66
"87",0.0463129786003362,0.0153257796601144,1.95754343169089e-05,0.00220859612109372,0.0100137470179866,0.177913593602087,0.130329518503484,4.8
"88",0.0497265730908499,0.0137361408221986,2.50621450217534e-05,0.00374196323318116,0.0147612253866158,0.42417866003681,0.173114480936865,4.41
"89",0.0586269180725261,0.0120565687666864,2.20166942435876e-05,0.00499950739612774,0.00528029660966014,0.356259375800937,0.202865650565173,3.7
"90",0.0561295535552102,0.0106579187219031,1.78104163115378e-05,0.00184718652617914,0.00726715198402759,0.346507750508748,0.145282145689551,5.58
"91",0.043550304799428,0.0124743486379816,1.29663741085771e-05,0.00252465624555363,0.0131596585614979,0.361899906033278,0.210434379758721,3.38
"92",0.0479629276986525,0.0150404374340394,1.67505776619166e-05,0.0025119253588593,0.0072264396824874,0.279166019348614,0.158897823312461,4.55
"93",0.046265761845847,0.0158927317521224,1.56892497793678e-05,0.00394690442113177,0.00871632819521707,0.207403751298413,0.0898635148529196,6.83
"94",0.0490592986321377,0.0141430232490335,1.06435733632743e-05,0.00274630263078463,0.0141759013020387,0.265663526737783,0.0375668480423687,14.12
"95",0.0600111823416082,0.0145718684161982,3.66015443594754e-05,0.0013909877600809,0.00667762620460708,0.250346568115521,0.0275989068982913,18.83
"96",0.0570487761928768,0.014081139684023,1.8052259140797e-05,0.00429821205115266,0.00534389692627359,0.281920294846036,0.236708883589295,2.84
"97",0.0515716909385762,0.010584575885809,2.96901063776389e-05,0.00226857462897897,0.00885068426570157,0.284983814254403,0.244483359692963,3.02
"98",0.0540956406432767,0.0160658746210191,3.07462713953108e-05,0.00350752374769276,0.00527788756386843,0.108081598198693,0.0979519641558931,4.76
"99",0.0503657003673531,0.016575447355321,5.551782492809e-06,0.00126648479042604,0.0119144512436679,0.390285906569753,0.243754986549752,3.64
"100",0.0471131885442834,0.0135719840484516,4.35233121542912e-05,0.00163888718386617,0.0106606546519767,0.138832718570903,0.241114839685443,2.26
"101",0.0602782755329827,0.0100462084637101,4.333651784705e-05,0.00487961962646717,0.00798473793902667,0.465237132872641,0.140928157503535,6.26
"102",0.0448200435291171,0.0133246229589886,2.69849044041056e-05,0.00442354730514402,0.012168819444736,0.394732519132458,0.196314692413833,3.68
"103",0.0575503480327364,0.0153382953215344,4.2975424205279e-05,0.00230157258927356,0.00921769193269545,0.444763403215352,0.0612055026120378,12.93
"104",0.0523738675021935,0.0135273277603121,7.59982440179214e-06,0.00355861479295039,0.00909695182590047,0.188439873328526,0.229795057438437,2.7
"105",0.0603539199156755,0.0109872645891908,3.77879005955532e-05,0.00331105273414694,0.0130894988234597,0.438645244355313,0.180849845658087,5.13
"106",0.0420075092092011,0.0128817624370971,2.62004811422247e-05,0.00374416455186321,0.00540842636948451,0.181440296705347,0.21675211291715,2.42
"107",0.044951366948609,0.0159209434644366,3.32349243225995e-05,0.00411205563483411,0.0108569235371659,0.322822413240001,0.124072305250772,5.73
"108",0.0543392680656446,0.0133774662389793,2.53287482378166e-05,0.00284768946243596,0.0145106424060021,0.112839297221601,0.0807993279309943,6.47
"109",0.0516482990581086,0.0165464603796431,1.36722411722783e-05,0.00485584297921858,0.0127372405342665,0.217536746406183,0.0866797229783097,7.13
"110",0.0496775747508655,0.0151856741949016,3.41030138312932e-05,0.00310646707122185,0.0144543988362397,0.127505022104736,0.0573571038596844,8.39
"111",0.0438256180532723,0.0156651517503414,1.73994964402821e-05,0.00456974004755233,0.00524194390112767,0.134745901104342,0.241845008323084,1.86
"112",0.0562017822678463,0.012374175350725,8.29093461356126e-06,0.00338588295882917,0.00949054943874711,0.416263469497953,0.0402627218837652,16.47
"113",0.0524338535539428,0.0138964576162041,4.22792117636465e-05,0.00169939408774284,0.00995362935676472,0.186520083453227,0.0861158618411352,7.63
"114",0.0610262340898529,0.0163013182188819,2.87745771402493e-05,0.00342402677552192,0.0125844971498451,0.310313236233592,0.0401442644759698,16.62
"115",0.0620632146893283,0.0127279033523751,3.70517034877744e-05,0.00388744550270494,0.0120155246317573,0.294760339283757,0.190321302000479,4.28
"116",0.060607177458102,0.0153982986559657,1.04763802970573e-05,0.00378569998815656,0.0108402781003551,0.458695055914391,0.135526009531376,7
"117",0.0578994426704206,0.015288031215216,1.34170236202143e-05,0.00304769937600766,0.00858077243608888,0.218744467954338,0.0913691309232707,7.52
"118",0.0586721796445199,0.0133864811157947,1.51444425822515e-05,0.00175266265357001,0.0113802995583485,0.487174942645151,0.0951315041923895,9.83
"119",0.0496147121514514,0.0149963819013241,1.21954461927991e-05,0.00396331996895518,0.0119973412247561,0.471585744196828,0.18566728162817,4.73
"120",0.050576975555164,0.0158396836196523,4.21857561336923e-05,0.00193596216643782,0.00689808631589171,0.230659460709337,0.151022635012418,4.49
"121",0.05876281895326,0.0138328046375684,3.60872095160652e-05,0.00222418752651167,0.00836776344373822,0.428521487200633,0.233940203709197,3.94
"122",0.0437230036678957,0.014396768290503,3.214296703225e-05,0.00262523497806425,0.00518562129200436,0.277583777836896,0.0935805092238134,6.68
"123",0.0560672328878766,0.0119738731391169,2.5168953986764e-05,0.00237692637716187,0.0109903845564392,0.481160914147087,0.0182699795390083,29.1
"124",0.0458337952488704,0.0133343893318127,2.38308156934567e-05,0.00344091246103664,0.0123121151736635,0.445594474254921,0.0642343093003344,10.52
"125",0.0573077170737767,0.0119198083863438,2.68710271952394e-05,0.00240224334671482,0.00715957101784181,0.19096799223274,0.150767525598571,4.28
"126",0.0484058787358711,0.0161615975241316,1.45723548270017e-05,0.00134651033999282,0.0102897596508963,0.282592392210476,0.116912428343925,6.54
"127",0.0521803485370813,0.0154082807921836,2.91169507551007e-05,0.00170833716630965,0.00767500624951674,0.179699956873152,0.177735940267134,3.57
"128",0.0607093624683378,0.0146716540892748,9.3066621384304e-06,0.00213861376155866,0.00582838932572864,0.191941021137591,0.0614830449917191,9.27
"129",0.0617296674714113,0.0164694058452003,1.86635482669342e-05,0.0018825176839807,0.00670423210241133,0.370186081053689,0.127943066029552,6.47
"130",0.0438479459165974,0.0142246426498021,3.49134112629108e-05,0.00309117700806819,0.00608411795559805,0.422388117505424,0.0469184984208108,13.28
"131",0.0424038751192565,0.0130802515279719,2.37588171417639e-05,0.00132965290338645,0.00852669035415631,0.344775773739815,0.104907448560676,7.16
"132",0.0450099560597494,0.012651571183439,2.85948708775919e-05,0.00370227992153028,0.00595886362620397,0.354414189824741,0.04721335089584,12.44
"133",0.0426268042476149,0.015906759523889,1.52851189191919e-05,0.00396584772760281,0.00636890145042446,0.45749194123121,0.238564684309195,3.48
"134",0.0611520305507487,0.0112580914531974,9.59306022845209e-06,0.0017974237023032,0.0050805582994502,0.321065594613366,0.207463461908364,3.53
"135",0.0574741302037146,0.0121834379109414,3.34015956274793e-05,0.00480092460261832,0.0129408403410576,0.208965259780735,0.172480554718941,3.76
"136",0.0563066640681839,0.0150013826745252,8.61274085772224e-06,0.00413820085483399,0.0131833796431567,0.354905380571447,0.206885431053286,4
"137",0.051170198521344,0.0134818580513075,6.25316551460885e-06,0.00281589912313648,0.010790087566257,0.437190093155764,0.0475767335031519,14.63
"138",0.0430793135406081,0.011350242134775,2.54722225726303e-05,0.00150725542551721,0.00501914347835118,0.225852735857014,0.204456636329276,2.9
"139",0.045881807744697,0.0113458153895692,4.49730570286699e-05,0.00402442465546977,0.00903367712613661,0.266913429637719,0.0483313959628902,11.58
"140",0.0567342064801536,0.0151170932164245,2.30758700798824e-05,0.00309847812147345,0.0117908213095227,0.168496359699592,0.230440641668629,2.75
"141",0.0599156806827232,0.0134194131343377,5.61251913102344e-06,0.00442994307674584,0.00573794797770446,0.252851620822493,0.0632250069781067,9.51
"142",0.0453780911575692,0.0117728301703666,4.44683904529642e-05,0.00420386129934428,0.0127082608159538,0.310680502123479,0.0336193661850819,13.71
"143",0.0430556009239808,0.0111295535865286,2.28076126049832e-05,0.00425145098482055,0.00979669102048734,0.104396703059413,0.170667037012911,2.5
"144",0.0417300217779605,0.0125974322113131,4.16285406743176e-05,0.00268248420810676,0.0102979659640091,0.175948573005386,0.1219436088999,4.62
"145",0.0418245737379912,0.0148495210901803,4.29425514910091e-05,0.00188691076766117,0.0135504100261186,0.190708263610397,0.117563742977575,4.69
"146",0.0498239294053007,0.0162559334375213,2.88497413395811e-05,0.00405171562930307,0.0126758762495988,0.106135939572845,0.243246784052786,1.86
"147",0.0601563217915391,0.0161336760466235,4.03081769491732e-05,0.00200687906664854,0.00738941104792757,0.318000640835147,0.211028021460944,3.82
"148",0.0598285875282454,0.0100851620288736,1.18135598981846e-05,0.00235344025314786,0.00878729842955712,0.373456696983427,0.249150949657711,3.46
"149",0.0418524411623754,0.0107205425731357,3.92576008870546e-05,0.00314146759971278,0.0148486641082074,0.322307321538217,0.243635049451028,2.22
"150",0.0576650553991591,0.0112607392935532,1.59529671411589e-05,0.00194636653217342,0.00575000083856517,0.302772469407972,0.214278831364553,3.4
"151",0.0549205468571114,0.0125752363570671,2.57123492351733e-05,0.00311932147561194,0.00709149673532462,0.331955924052373,0.018680887719522,24.92
"152",0.0560577311202602,0.0124642267109919,4.2618822811069e-05,0.00196450560433121,0.014731548128156,0.401261430193111,0.135210246854342,6.53
"153",0.0590677036013221,0.0102671457263626,2.02933503098227e-05,0.00161934396787459,0.0122086441035452,0.127752915995661,0.136288158820436,4.55
"154",0.0425976132427798,0.0159445419688926,2.84031015711837e-05,0.00387186317408748,0.0147958781163045,0.370529723658785,0.236195795660648,2.57
"155",0.0534129720391599,0.01330894910309,3.17203335202299e-05,0.00398476689482137,0.0131072059914842,0.282255048768036,0.0997767824914574,6.96
"156",0.0519975437137812,0.0165720748242162,3.19251168244984e-05,0.0028261629256123,0.00837033952234779,0.136817321136408,0.062514997198853,8.79
"157",0.053965350143073,0.0105872594629771,2.7260120760873e-05,0.00428713993339567,0.00835271112426883,0.463420850795787,0.116192936310972,7.27
"158",0.0457420863058942,0.0149425920094131,2.39846542982198e-05,0.00242280939290795,0.00998403092356864,0.118415652104001,0.240717385049326,2.04
"159",0.0613639470084308,0.0144959192318159,1.22360046009161e-05,0.00436634737775457,0.0142367424735171,0.350733015919291,0.190957327338373,4.44
"160",0.0459683162375441,0.0118029770502619,1.65144788398873e-05,0.00470502226992452,0.0121207190681668,0.492596762762871,0.163982834710031,4.74
"161",0.0449139174138351,0.0107537006475544,2.11580425904132e-05,0.00337017980708129,0.0136841071364935,0.125335669017863,0.15757334637998,2.69
"162",0.0470779498091579,0.0146831215062365,2.06421870256774e-05,0.00308366660622938,0.0114452652957989,0.445037935274094,0.090417898435829,8.69
"163",0.0594432880599585,0.0112394105500821,3.99426669590734e-05,0.00290297351256188,0.00859617882940685,0.327393027197197,0.168281108445786,4.89
"164",0.0522011207473552,0.0146738881439483,2.80020966482814e-05,0.00365856549591437,0.0116652350815991,0.425640324053448,0.0493499466481293,13.98
"165",0.0623335995960272,0.0108725058124758,1.49873812941555e-05,0.00185933260922931,0.00721114137325203,0.352151295090094,0.0581348748710821,12.17
"166",0.0596358678155035,0.0161551586507494,2.90583042517398e-05,0.00467979835121136,0.0116903593230434,0.216031165158562,0.161533499607891,4.45
"167",0.0426072358860886,0.0153148193086125,1.16350068912748e-05,0.00336818101865181,0.0121427502476098,0.489527281285729,0.115834471489917,6.69
"168",0.061684584758618,0.0130103129412932,1.89986054905038e-05,0.00169153338418459,0.00892611868873704,0.295927041639201,0.15489830274598,5.35
"169",0.0546360728657989,0.0123830995002436,2.07302109611966e-05,0.00459597321520036,0.0104728747137729,0.30349464127887,0.13496368067957,5.58
"170",0.0465694649114157,0.0152985559819049,3.59885061771795e-05,0.00295073964282405,0.00812792102767387,0.130117233107612,0.120390203739895,4.48
"171",0.0479393135033897,0.0153451621566977,2.12025207437854e-05,0.00482661405610153,0.00576469750607852,0.102882632389758,0.178808465178052,2.45
"172",0.0481482090948751,0.0127496197774308,5.39797608370893e-06,0.0014640948061875,0.00599011327928631,0.304008394860104,0.0840423787674459,8.04
"173",0.051697095301497,0.0104038761286003,2.52495672561042e-05,0.00265017243169888,0.00745341068411944,0.149225787061267,0.223933733807263,2.43
"174",0.0484296982518814,0.0141744397213977,3.23936939299759e-05,0.00361711807877553,0.00682263248480856,0.423670296662487,0.14996455160666,5.52
"175",0.0447133140261722,0.0116882963250329,1.58495025803149e-05,0.00216431340187526,0.0110885802197363,0.20099753335556,0.0562247087822331,9.93
"176",0.0597204979255475,0.0102339227720521,4.14069127188623e-05,0.00464356487418961,0.00980143550821813,0.256083602245897,0.217572434534715,3.28
"177",0.0504846448583994,0.0131886231732337,2.47893428953737e-05,0.00439864045385708,0.0109344840161689,0.365687751595676,0.234547869179096,3.34
"178",0.0459230252569687,0.0124970660852889,2.38705293115974e-05,0.00394146844859846,0.00922764918697765,0.1628277949173,0.209827882456618,2.6
"179",0.0510043482579786,0.0129135962318924,1.78789170748554e-05,0.00320022881021607,0.00538419170769863,0.387585767730325,0.169726674860107,4.59
"180",0.0463339866290965,0.0118276234272479,1.97362456575502e-05,0.0026186109522669,0.0126815316587873,0.339313344115205,0.213556015541415,3.44
"181",0.0624422375529054,0.0144188694248969,2.77525584096368e-05,0.00350133880315814,0.00983796426335815,0.124613818641845,0.100819260818694,5.92
"182",0.0557027171557565,0.0137097348055989,2.91372596507892e-05,0.00381733107468957,0.0112505345363729,0.374893621000089,0.210054646841888,4.08
"183",0.0524051411874195,0.0117070974339421,2.16676747230347e-05,0.0039440074017187,0.0112734536747774,0.199006573485956,0.0823870608590927,7.39
"184",0.0495746372644887,0.0157969962775738,1.00581493553612e-05,0.00278272025128303,0.00732317944990937,0.371354606714752,0.152458276568919,5.33
"185",0.0546094338474262,0.0151975534530527,7.02560874133371e-06,0.00462373932765913,0.00881394005513983,0.485889309877716,0.143613964115641,6.37
"186",0.0439098906032693,0.0125725182619877,4.19364409236703e-05,0.00380544548638369,0.00975870105703128,0.204951160288788,0.208053378544697,2.83
"187",0.0590449898121733,0.0152429513226403,3.54340627480578e-05,0.00171197643142747,0.00546790807572892,0.16916738003036,0.0164653477417049,23.26
"188",0.0513367914385211,0.014087467341288,7.73195262871683e-06,0.00352031736421603,0.0130982229532232,0.206237715384271,0.0928998104333004,6.69
"189",0.0427996391055591,0.0151429589989828,2.84551509217639e-05,0.00211835618620884,0.0126987014750834,0.13828535012994,0.228905066011328,2.14
"190",0.0542647533788889,0.0114530298313592,3.61732090547774e-05,0.00146196835509327,0.0103666198438592,0.460043129290454,0.146220027456466,6.51
"191",0.0564801302963945,0.0105087025018487,8.86847955927253e-06,0.00269630803753767,0.00779848922003992,0.239697233654186,0.11375748853135,6.13
"192",0.0572638930065004,0.0164856251009305,3.11514295294695e-05,0.00343422574441327,0.013030331338821,0.259421036349423,0.0907749276095035,8.13
"193",0.0617115156697643,0.0110227751470807,1.92947725591902e-05,0.00307870851074695,0.0110668724898784,0.391076157960761,0.073628054108388,10.96
"194",0.0561567886651853,0.0101417361261137,4.0546123512201e-05,0.00149227836089267,0.00555175664060051,0.255966105272062,0.226197963704823,2.93
"195",0.0586568593049694,0.0146282976131188,3.86464607926551e-05,0.00488338305640209,0.01143791967734,0.122024100028817,0.246497941441312,2.12
"196",0.0455409036472944,0.0107083476768993,2.43623973916192e-05,0.00398040005155228,0.0144980422552139,0.313885394078493,0.066528923799122,7.48
"197",0.0539577330013465,0.0138573057684954,2.00288867651112e-05,0.0031769158113579,0.0100396319682896,0.156064224809036,0.0880948661062238,6.89
"198",0.0568352296224572,0.0123590492465083,3.86356103118043e-05,0.00491983556867664,0.00659636590133188,0.123569171929173,0.0658511853698129,7.53
"199",0.0587304751228318,0.01130541388403,2.7823952925792e-05,0.00466908975692233,0.00665623026548419,0.358484057607967,0.161269306654941,4.89
