"","X","ptrans.ht","ptrans.hg","vinc","wane","ptrans.vh","hinc","hrec","feed","run","X","run","perc.vector","perc.host","num.tsetse","trans"
"290",290,0.0614715673805214,0.000527320901211351,0.0659128221019714,0.0183965704557765,0.509355977095012,0.0934960818851056,0.0687579125607988,0.399090244836989,290,290,290,1.08877169621382,17.2018720225132,4138.06751036695,-10000
"295",295,0.00614524053262547,0.000403070426861523,0.0508242552397074,0.157852433787885,0.597249746796209,0.0815158177849216,0.0662524855016382,0.434456557898588,295,295,295,0.339688800141566,30.8648745513536,4138.06751036695,-10000
"303",303,0.0200932885450497,0.000268681793776341,0.0542795203988208,0.609510911523276,0.415163889459753,0.0851167075245641,0.0380940252854916,0.391268711070685,303,303,303,1.22566212292852,56.400761331506,4138.06751036694,-10000
"320",320,0.00450164814826101,0.00167534164607408,0.062918983357617,0.122554713828636,0.208172488233075,0.13760172025462,0.0477781447116693,0.407767451359852,320,320,320,1.01603809354264,41.4756948967385,4138.06751036694,-10000
"325",325,0.0317799651292525,0.000942834603216033,0.038101477789258,0.127366922179458,0.293675677925395,0.121997252444954,0.0992255755651218,0.46742982752757,325,325,325,1.21142311669045,28.1683465423085,4138.06751036694,-10000
"334",334,0.000491898090206087,0.00019027511305525,0.0388795036876652,0.185461582054421,0.608278855239693,0.0890990501963223,0.0182104726062331,0.465429340346134,334,334,334,0.164699371883416,52.4110332856513,4138.06751036694,-10000
"344",344,0.000116285771764815,0.00175764311768813,0.0598316422328275,0.5970203384109,0.789861242287373,0.0904237403408935,0.0269391296890914,0.354532155563938,344,344,344,1.26654644355683,68.8825938406256,4138.06751036694,-10000
"348",348,0.00770726548632607,0.00261825081645977,0.0584175502992546,0.176279753666339,0.556405862357002,0.0713310645757864,0.0716404144745534,0.40548251388513,348,348,348,1.41685062276614,36.7291751795472,4138.06751036693,-10000
"354",354,0.0151591518053599,0.000815539441512665,0.0645699437884303,0.989381638477668,0.707935691901669,0.159061615744575,0.0676803742222546,0.479685490071657,354,354,354,1.54205804642933,59.4668079204144,4138.06751036694,-10000
"356",356,0.0532024963740259,6.47049010184128e-05,0.034781241198699,0.0296920644806861,0.698260167563195,0.121801065642387,0.0654970072651457,0.334826890764253,356,356,356,1.19190693041306,24.1578486876963,4138.06751036694,-10000
"357",357,0.00326610731285065,0.00156642005284084,0.045924841001009,0.235094262525411,0.664301027762238,0.0792739187476536,0.0803027337838139,0.445499945036097,357,357,357,0.844878963959347,35.2516090286357,4138.06751036694,-10000
"374",374,0.00365076083689928,0.00179574287047144,0.0497461118597149,0.959202482359388,0.367361058359034,0.118594783885498,0.0669909355553275,0.34190289199783,374,374,374,0.86341255251269,40.3695913059905,4138.06751036694,-10000
"380",380,0.0102365180182643,0.000168498804424889,0.0524597544723966,0.22799982610401,0.786267708932655,0.0758466133589856,0.0915011198835661,0.363486040572636,380,380,380,0.270493831119544,24.0319102576485,4138.06751036695,-10000
"388",388,0.0144375959809311,0.00129646367436741,0.0561338330706737,0.62020314092939,0.418501646871353,0.0694441137842524,0.068631716325753,0.366541321233807,388,388,388,1.02051824740252,37.3389314427169,4138.06751036693,-10000
"391",391,0.00634250162541866,0.00253565846038866,0.0365499048800285,0.557231082436203,0.746005134839378,0.0740543417820086,0.0777606153222344,0.421016342088153,391,391,391,1.50727924230091,40.1400897332636,4138.06751036694,-10000
"400",400,0.00728716355344281,0.000918458758799825,0.0407153504710567,0.441742865890325,0.362900288043683,0.133802716004321,0.0643062163578754,0.404201037122014,400,400,400,0.689074852303642,38.6214213436744,4138.06751036692,-10000
"401",401,0.0161167454870045,0.000573369447145378,0.0432013514402478,0.977508916204949,0.757023514317581,0.167445468760499,0.0743706879607033,0.442335667976101,401,401,401,1.24921393142269,55.2067477134037,4138.06751036693,-10000
"406",406,0.0205619669783115,0.00119210783586139,0.0538406846330035,0.473579478090142,0.206240069865342,0.176631500284684,0.0906780788389035,0.347448471159053,406,406,406,0.869403908089135,27.9780354935935,4138.06751036694,-10000
"422",422,0.00255582232577726,0.00111988860092941,0.0479944621044677,0.494917609195581,0.671749088121858,0.153036949194719,0.0793268154305425,0.39656007060882,422,422,422,0.676526469841051,43.3724920071476,4138.06751036695,-10000
"425",425,0.00677659202666953,0.00044214600760024,0.0603154804878092,0.736468094245577,0.240054299748549,0.163754969269503,0.076123901846417,0.465809541429471,425,425,425,0.278667632570517,22.1523633067071,4138.06751036694,-10000
"454",454,0.0146715057206713,0.000853972442183876,0.0370143543123035,0.818305354555035,0.386553917882778,0.137320179811679,0.0537372421459722,0.434912673132572,454,454,454,1.33152012198345,53.7930907506732,4138.06751036694,-10000
"455",455,0.0196985023789294,0.000577252530307742,0.0352985874954533,0.538602463729819,0.245748797310051,0.10402543695656,0.0749021240932363,0.485686178014536,455,455,455,0.891254892783957,33.0497700496923,4138.06751036694,-10000
"461",461,0.0105231279092655,0.000412625526633346,0.0355066239967011,0.284873607777269,0.614518951688521,0.106852216470179,0.0199781071496933,0.458886255611006,461,461,461,1.13272076359627,72.9544605978131,4138.06751036695,-10000
"462",462,0.0654041232321598,0.00258438762946054,0.036154872485452,0.0140704885403812,0.582920851611253,0.144916691729954,0.0887899293018078,0.488564150320133,462,462,462,1.20397192135872,12.1097492913682,4138.06751036695,-10000
"470",470,0.0484250489116646,0.000628694944286253,0.034810790658424,0.0156547741801222,0.216695356393885,0.0960198756549507,0.0413925683507133,0.460635922490231,470,470,470,1.16753332317904,21.6022767053195,4138.06751036695,-10000
"475",475,0.00549065579069778,0.000555660416270839,0.0525392867851226,0.943413260886057,0.391720714014024,0.191649713246276,0.0753707696509528,0.482312609132573,475,475,475,0.542188377149316,40.8895344106895,4138.06751036694,-10000
"479",479,0.0159454755524732,0.000357675939699402,0.0575215824679161,0.779792647740641,0.757432337183086,0.135858605540326,0.0820626875660848,0.480067125856721,479,479,479,0.991779005747253,49.2370777149208,4138.06751036694,-10000
"480",480,0.00513221975518391,0.00213081382202799,0.0380333345277468,0.635878992756694,0.523900070481701,0.125484120850327,0.0831959071745281,0.339080080353732,480,480,480,1.0200817894393,39.4154823318086,4138.06751036693,-10000
"493",493,0.00963385924294591,0.00212411585975904,0.0556436257219796,0.74290360082817,0.721245788312424,0.085630339313671,0.092573190266348,0.38064774435421,493,493,493,1.26680768593658,38.6662801894972,4138.06751036694,-10000
"494",494,0.0207853893204592,0.00123596149721066,0.0434574337383034,0.713458983872568,0.654146377245663,0.160637478910821,0.0967573790060938,0.364157219515027,494,494,494,1.48945428761707,46.0287031663673,4138.06751036695,-10000
"498",498,0.0268336866271868,0.000586548213339411,0.0596658741122733,0.162836035795787,0.379489569743164,0.134904850340169,0.065280026741939,0.44654766982592,498,498,498,1.47313111388214,44.7844151689658,4138.06751036695,-10000
"500",500,0.0307169591122866,0.00125631024763687,0.0371375216032301,0.0286997181787249,0.201183723606775,0.151718064106101,0.0794827144363565,0.463955067975835,500,500,500,0.769811586278552,16.6165486617,4138.06751036694,-10000
"525",525,0.0110911234864593,0.0030774180548382,0.0408370763873138,0.0269292807931988,0.555872456284892,0.0789370836662129,0.061193858736412,0.457769589157969,525,525,525,1.20698525292417,22.9837236815865,4138.06751036694,-10000
"528",528,0.0165638872747123,0.00152254193816683,0.0398011752100041,0.46516060352288,0.250660813365644,0.197454857934825,0.0659852660622506,0.372430744194775,528,528,528,1.42406011953271,44.5454582671636,4138.06751036694,-10000
"533",533,0.00536112335391343,0.000599890568810515,0.0406171305896404,0.749847397634999,0.558683825529832,0.0885621079282214,0.0153297274649104,0.39553409493668,533,533,533,0.912377600440614,75.9080349620137,4138.06751036693,-10000
"550",550,0.00627264654939994,0.000690126560752979,0.0621391251705044,0.81186076135502,0.20202563450085,0.113682844841418,0.058515998548603,0.472914697729206,550,550,550,0.527578317903136,33.5126686036224,4138.06751036695,-10000
"555",555,0.0237835372550227,0.000136034586260794,0.0492395700670934,0.514922754537486,0.525117710539047,0.175785928388095,0.0852939554839705,0.482541063651559,555,555,555,1.17361625558515,48.2525694991022,4138.06751036694,-10000
"558",558,0.00134263470022008,0.000205155840824591,0.063676202978574,0.642641434690545,0.658627350459295,0.163122262041395,0.0541237053284907,0.472725457736601,558,558,558,0.150717361460386,35.8819397832187,4138.06751036694,-10000
"561",561,0.0297741419193149,0.000148418771552388,0.044119783759575,0.299211728329915,0.496500983233051,0.19615084701106,0.0696111482365445,0.356367336277229,561,561,561,1.44482119640697,49.9118761851441,4138.06751036696,-10000
"564",564,0.007213336128667,0.00124835995123023,0.0520714999781456,0.222284214506878,0.711547229447076,0.0812324725569536,0.0936051422575023,0.389662393044215,564,564,564,0.642167671718064,30.3516756670985,4138.06751036693,-10000
"571",571,0.000866636034920812,0.00238626373962848,0.0360292485695487,0.941005178046082,0.610124380436866,0.169291764074533,0.0873546304876276,0.360370327621776,571,571,571,1.19729500734817,45.9101070219998,4138.06751036693,-10000
"576",576,0.00143468133347109,0.00135337868007016,0.0639298932829872,0.553098672548947,0.327606944101164,0.0939245445668387,0.0664058288021595,0.400397908913748,576,576,576,0.622965023377194,35.6124165892857,4138.06751036695,-10000
"578",578,0.0199088008162193,0.000370805300232023,0.0419241330787307,0.192641439411966,0.204606874605129,0.0689029303638265,0.0725388723418155,0.394346982129578,578,578,578,0.401718489600778,17.5961329244091,4138.06751036696,-10000
"582",582,0.0219076761295274,0.000427572408221895,0.0628208328306908,0.640996475557606,0.647528798703943,0.071008168257152,0.0657479960327755,0.467191611089627,582,582,582,1.16033337623641,43.7330586296451,4138.06751036693,-10000
"589",589,0.0227213935931213,0.000342525056758895,0.0576343770283662,0.42607223446843,0.787078025829559,0.127771336888274,0.0633783719235275,0.499322204928457,589,589,589,1.46110451614102,55.0855307651494,4138.06751036694,-10000
"595",595,0.0114116941229068,0.000501615487798117,0.0484997024886465,0.107589036576226,0.728431887725927,0.115600631041639,0.0568598758883658,0.39831363515389,595,595,595,0.68019576665845,41.1189972477056,4138.06751036694,-10000
"608",608,0.0215882719925232,0.000704694486291846,0.0642569346141303,0.184591146420336,0.324506427404564,0.0839963070228075,0.0920643540629942,0.344615986694155,608,608,608,0.659237281926259,24.4439078750833,4138.06751036694,-10000
"615",615,0.0145825414098427,0.000224051078977063,0.0339635565164499,0.589351783776956,0.499664669001708,0.19598712091092,0.0919172161307904,0.462029499018642,615,615,615,0.613347614679871,36.5352068406355,4138.06751036695,-10000
"616",616,0.0769753629081696,0.00456129624279216,0.0445422224152523,0.0105684046992473,0.61664369305782,0.169011827486195,0.0801636082367467,0.481672001670076,616,616,616,1.5068731057081,10.9173652799837,4138.06751036694,-10000
"623",623,0.0242646813164279,0.000581619062350364,0.0627581562227104,0.506694822519689,0.301966808893904,0.0844563815136751,0.052346103141323,0.408294059532811,623,623,623,1.40355863372227,47.4355841319935,4138.06751036694,-10000
"625",625,0.00616022495746613,0.00108815738997888,0.0551242799002056,0.725544983080185,0.545727644511219,0.119353241725576,0.0505300108414958,0.444681553874553,625,625,625,1.15816788760585,57.3067627830704,4138.06751036696,-10000
"631",631,0.0301355140880309,0.000930980197516037,0.0347328455400576,0.87938898720392,0.656338892556261,0.0888640030892255,0.0980422771350422,0.381864346486245,631,631,631,1.41165795062724,36.8070884245406,4138.06751036695,-10000
"636",636,0.0182828353886306,0.000256252206010977,0.0507690725071356,0.635299995856152,0.209290413853433,0.0993979871436333,0.0882582967091235,0.346914661098582,636,636,636,0.169938310176887,8.79919359086789,4138.06751036695,-10000
"657",657,0.0287775151731446,0.00019851091037388,0.0521832159530527,0.400788903776535,0.272956653055409,0.0736954292755884,0.0491854782417669,0.490723969094843,657,657,657,1.39083356519084,46.3727328088767,4138.06751036694,-10000
"663",663,0.00753486987292767,0.00368118901369744,0.0340079217989386,0.0553157573647355,0.432542670825683,0.198668749191612,0.0757750757755537,0.370281344829088,663,663,663,1.40990382136949,29.9867188540457,4138.06751036693,-10000
"678",678,0.00974008470173925,0.00195185024351697,0.0653878950942463,0.159595190824259,0.694594036700111,0.144680792427436,0.0618467257009974,0.378657690738405,678,678,678,1.51605638040115,49.3193363405306,4138.06751036695,-10000
"680",680,0.0280636603169516,0.000679486519916682,0.0568893695821908,0.122866344889624,0.204158975574141,0.108675232281908,0.0760428813644142,0.425315107621253,680,680,680,1.02106260842148,29.3559020430868,4138.06751036694,-10000
"685",685,0.00835143708236516,0.00420712083872524,0.0635409537330503,0.0391977854545624,0.789743639745005,0.166487324481613,0.0998035542166326,0.450965995235175,685,685,685,1.46008507351678,22.6937505127806,4138.06751036695,-10000
"687",687,0.0137054347470775,0.00148367999820155,0.0361106030833752,0.441418975401872,0.67491160985413,0.17788813110472,0.0781958685909805,0.383920198269964,687,687,687,1.48944007056332,50.5608630773199,4138.06751036695,-10000
"688",688,0.0414466988514736,0.000611253203911474,0.0666171410673608,0.0680354687480582,0.463739304359863,0.115297806871869,0.0973566182011331,0.351414198239955,688,688,688,1.13139595042367,25.4806428613329,4138.06751036694,-10000
"704",704,0.0322812918209657,0.00253433945395518,0.0469688050659917,0.184195784233073,0.225805485803075,0.0708157441510198,0.0814438117859323,0.345834232776115,704,704,704,1.56132434941507,28.2790938446993,4138.06751036695,-10000
"706",706,0.0303895714125037,4.73351676715538e-05,0.040265293587201,0.773968004457883,0.572762347079953,0.101801942963526,0.0955823122942626,0.493181487879211,706,706,706,1.15047779423415,39.2660925174473,4138.06751036694,-10000
"722",722,0.0178577516144328,0.000383513154013781,0.0632475873969806,0.862834933755519,0.784597554259375,0.159801773825381,0.0457994115144946,0.384553300452768,722,722,722,1.39865500296122,66.9959424245344,4138.06751036693,-10000
"734",734,0.0190851163087226,0.000845542332219193,0.0507388467753539,0.0115370675252425,0.331054976658523,0.117131333246734,0.0262894363740381,0.37816004777234,734,734,734,0.703911734007323,25.9470198468534,4138.06751036694,-10000
"750",750,0.0030218704527244,0.00120789477585233,0.0506912725472668,0.23595643906598,0.273898488204787,0.196101809746368,0.0698860688077441,0.444090789504427,750,750,750,0.681555457354364,36.0072658607933,4138.06751036694,-10000
"753",753,0.0241534769736603,0.000461769388950197,0.0388150108752384,0.454007181556879,0.540447121109674,0.123275756352178,0.0768228589918523,0.371706171950248,753,753,753,1.17839846970221,43.0715527177043,4138.06751036694,-10000
"767",767,0.00457982626348734,0.00266511443472817,0.0340490543092679,0.0814440688049793,0.706749461714411,0.132405866177287,0.0596950395419709,0.391670563086091,767,767,767,1.4230030758867,40.5969729517344,4138.06751036695,-10000
"779",779,0.012764694189541,9.8628002863843e-05,0.0431779219596724,0.273283422539558,0.548150067043072,0.156938755228402,0.0570716803999327,0.409051362389427,779,779,779,0.59165655942744,45.2545316923338,4138.06751036695,-10000
"780",780,0.0055668524492532,0.000438495068360353,0.0455141464375037,0.42869858142345,0.25033195066317,0.186747693615779,0.0474855306955869,0.392657706170653,780,780,780,0.263197002660535,25.5785698894728,4138.06751036695,-10000
"788",788,0.0235776433641091,0.00109034549956792,0.0619600134265531,0.304332843688154,0.356589169574436,0.135406787788837,0.0878680948736282,0.349408320115336,788,788,788,1.23660432220129,37.667520042711,4138.06751036695,-10000
"792",792,0.0239013035381585,0.000237751393228536,0.0602450664706683,0.438331135227324,0.372592672358127,0.081077690771812,0.0816568608602722,0.423876969439948,792,792,792,0.854419276868272,33.7880590115655,4138.06751036694,-10000
"799",799,0.0129476526523754,0.000740486385329859,0.0450027677463911,0.930651457575352,0.618774045195291,0.157692082981579,0.0826844921526441,0.35954194616018,799,799,799,0.884815437368441,44.7426398517737,4138.06751036695,-10000
"801",801,0.00426796049261466,0.00126089635693468,0.0356937403335003,0.776521495097617,0.320153935381072,0.147185785766039,0.0240508464541655,0.335596161174122,801,801,801,1.05226385117881,64.5764397653939,4138.06751036694,-10000
"807",807,0.0244373421362974,0.00175263125187019,0.0352010050233454,0.175239696479677,0.450976976094628,0.0671734077268901,0.0983292460305616,0.366136702051192,807,807,807,1.03655588240291,25.0025986636002,4138.06751036696,-10000
"813",813,0.011294321809113,0.000838538542836905,0.037716289910092,0.661298076494527,0.244836367841018,0.145392757101233,0.0678650146823299,0.446434412947778,813,813,813,0.765877221683563,35.1371027611358,4138.06751036694,-10000
"822",822,0.0049427920547314,0.000514135534185916,0.0657517137340037,0.349448512259196,0.350550536715938,0.13401159187577,0.0461210172307037,0.36206632372508,822,822,822,0.393020788595146,38.9958679317418,4138.06751036695,-10000
"826",826,0.0120657072101347,0.00229076438887161,0.0374235734776749,0.710557879908297,0.237894392286241,0.18931395964905,0.0710117373248135,0.371208008256392,826,826,826,1.56924333766676,43.4737411513679,4138.06751036694,-10000
"831",831,0.00435129436634481,0.00222732928527985,0.0605266995979551,0.0442672692679777,0.239158216342842,0.0933137730984328,0.023674465609369,0.374177212579835,831,831,831,1.40881985049783,49.3722734055092,4138.06751036693,-10000
"838",838,0.0283711112495698,0.000935133424705127,0.0527010402521584,0.7192245712404,0.220979665511847,0.0750086675936667,0.078754116399658,0.483943094088386,838,838,838,1.40142968092932,34.8433100483087,4138.06751036696,-10000
"841",841,0.0219507221730426,0.000989733394095674,0.056371172323854,0.0132576261727931,0.460045955248829,0.195252097552394,0.0230250697176069,0.406274326571147,841,841,841,1.08785719957449,33.6373730613465,4138.06751036695,-10000
"846",846,0.0128711167322658,0.000234810619055061,0.0343101040451477,0.651858947657628,0.539763043386582,0.0805391113074186,0.094512714910806,0.418086070890228,846,846,846,0.342024339166654,22.9031079455424,4138.06751036694,-10000
"856",856,0.00228653291022405,0.00296840238347533,0.0342465165936233,0.134794948223361,0.719391854253784,0.106770195340489,0.097578754867233,0.370369304752171,856,856,856,1.0624486656058,30.7526136259116,4138.06751036693,-10000
"863",863,0.00949370290793478,0.000882504731630906,0.0368052711449253,0.935420123308823,0.684317148745153,0.093686419765496,0.0302742233940555,0.474216810670099,863,863,863,1.45231269965652,67.7966337488247,4138.06751036694,-10000
"864",864,0.00739309434700757,0.0017027579124656,0.0641009396751877,0.391548321674999,0.511455243016314,0.189737220507239,0.0526224104840541,0.367312905902819,864,864,864,1.52133993051658,60.4479493666302,4138.06751036693,-10000
"871",871,0.00882361588256434,8.49814160016831e-05,0.0494891154994102,0.764871365954089,0.214983690098301,0.198152870228949,0.0128214694259863,0.481016690650295,871,871,871,0.722854183270484,75.9011710957964,4138.06751036694,-10000
"872",872,0.000448371611610055,0.000673424754755106,0.0660505190970143,0.0982416192956246,0.517789202132868,0.0827814815137535,0.0334897796665862,0.414146029696683,872,872,872,0.395258475652787,45.0452544064887,4138.06751036694,-10000
"876",876,0.0170326907471754,0.00151688915786683,0.0510124405055307,0.524895011403784,0.269599741401244,0.102565051185588,0.086447722837195,0.458641606571153,876,876,876,1.34980231695502,36.7459301681457,4138.06751036694,-10000
"883",883,0.0195200427972339,0.00106653309834772,0.0399603096068914,0.502111630129973,0.570973026232421,0.0875888193340972,0.0832672920529129,0.495884619281123,883,883,883,1.3819863974329,40.3637127268793,4138.06751036695,-10000
"888",888,0.0534141764611751,0.00234429836639436,0.0546982418923328,0.0210856582976668,0.604803014017874,0.105687013718672,0.09656595659892,0.464749293411965,888,888,888,1.2086686371629,14.616475259232,4138.06751036695,-10000
"893",893,0.0250383725629747,0.00113272736100247,0.0434060564768966,0.498356955430354,0.260195647939527,0.0781068847211388,0.0714180076681233,0.472362310007913,893,893,893,1.49248534647599,37.7995843185223,4138.06751036695,-10000
"896",896,0.0148369008254632,0.000727877450404922,0.0475731119531983,0.529952586724933,0.779605709372461,0.187166809445589,0.0987142607030556,0.473345208796595,896,896,896,1.17075081703465,48.2660024538405,4138.06751036694,-10000
"902",902,0.0107670667456277,0.00214396645887406,0.0513794863777778,0.465754311086501,0.534828757892083,0.0950322451271427,0.0838535452507533,0.393335974568307,902,902,902,1.41143679021103,40.4627565116053,4138.06751036695,-10000
"903",903,0.0173555571977235,0.00134191692371154,0.053184079113494,0.435301315562958,0.763769258354977,0.160992621638378,0.0921840442389541,0.398478459978515,903,903,903,1.5298084237412,47.9726238765259,4138.06751036695,-10000
"907",907,0.0109511575669795,0.000485643485280452,0.0354269648547129,0.33925770381009,0.398198592367442,0.145839642201675,0.0151891502726668,0.338741245443234,907,907,907,1.12458079535255,75.7258258305329,4138.06751036694,-10000
