"","run","perc.vector","perc.host","num.tsetse","trans"
"70.20",550,0.18895456121457,6.0427927208083,934.189595824943,0
"70.21",550,0.167743182834032,2.02827208076584,312.130039495922,1000
"70.22",550,0.146622753214688,0.644448025302946,104.692536531399,2000
"70.23",550,0.12743097761955,0.199638684018171,35.1644713359085,3000
"70.24",550,0.110524952547709,0.0609208591149063,11.816910959774,4000
"70.25",550,0.0957924445692984,0.0183875544585379,3.97172541066073,5000
"71.10",555,1.13203358493139,46.9590211942956,3778.09038634456,-10000
"71.11",555,1.12137403203636,46.594837308985,3684.96654728447,-9000
"71.12",555,1.10796077329499,46.1170482388911,3567.76276625504,-8000
"71.13",555,1.09114494680702,45.4858535483377,3420.8963553686,-7000
"71.14",555,1.07014757875046,44.6440815714928,3237.74372978631,-6000
"71.15",555,1.04405651117114,43.5075756370816,3010.64837787147,-5000
"71.16",555,1.01184855830972,41.9486682578938,2731.09812516276,-4000
"71.17",555,0.972469844282026,39.7659892803133,2390.21497071425,-3000
"71.18",555,0.92504575902211,36.6241391667239,1979.79334377157,-2000
"71.19",555,0.869366012890009,31.9164326712483,1494.26600482254,-1000
"71.20",555,0.806723656396224,24.3925154317377,934.189595824942,0
"71.21",555,0.732505371619771,10.8852708829518,312.130039495922,1000
"71.22",555,0.647005216367366,3.97065975133099,104.692536531399,2000
"71.23",555,0.564634515332423,1.3158005377509,35.1644713359085,3000
"71.24",555,0.490444695159414,0.418033057725312,11.816910959774,4000
"71.25",555,0.425263608080532,0.129984682183062,3.97172541066073,5000
"72.10",558,0.12557022268106,30.8946007921609,3778.09038634456,-10000
"72.11",558,0.120543483700949,29.7481288559989,3684.96654728447,-9000
"72.12",558,0.114692364623829,28.3498377934313,3567.76276625504,-8000
"72.13",558,0.107993921180729,26.6608475990424,3420.89635536861,-7000
"72.14",558,0.100471368650363,24.6449181770979,3237.74372978632,-6000
"72.15",558,0.092214536094663,22.2752709256515,3010.64837787147,-5000
"72.16",558,0.0834014613197641,19.5441029032676,2731.09812516276,-4000
"72.17",558,0.0743175707389182,16.4727404738883,2390.21497071425,-3000
"72.18",558,0.0653681253522837,13.1162737080747,1979.79334377157,-2000
"72.19",558,0.0570805780838643,9.55135180715466,1494.26600482254,-1000
"72.20",558,0.0500789743632883,5.83491395701121,934.189595824942,0
"72.21",558,0.0444074944716826,1.93473283119083,312.130039495922,1000
"72.22",558,0.0387983619702104,0.611138770420944,104.692536531399,2000
"72.23",558,0.0337142080023259,0.188654997172735,35.1644713359085,3000
"72.24",558,0.0292397209663266,0.057418188324831,11.816910959774,4000
"72.25",558,0.0253417891673547,0.0172928068016497,3.97172541066073,5000
"73.10",561,1.39082172568775,48.4790444763444,3778.09038634456,-10000
"73.11",561,1.37703054745739,48.0774667514928,3684.96654728447,-9000
"73.12",561,1.35970033381713,47.55166622364,3567.76276625504,-8000
"73.13",561,1.33800957713223,46.8587922157985,3420.89635536861,-7000
"73.14",561,1.31097873706531,45.9377141671674,3237.74372978631,-6000
"73.15",561,1.27747155192577,44.6991866644979,3010.64837787146,-5000
"73.16",561,1.23623140142578,43.0091330358067,2731.09812516275,-4000
"73.17",561,1.18599623839122,40.6584451674432,2390.21497071425,-3000
"73.18",561,1.12578565036211,37.3032941818577,1979.79334377157,-2000
"73.19",561,1.05555013435031,32.331003826217,1494.26600482254,-1000
"73.20",561,0.977297367837808,24.5031491992316,934.189595824941,0
"73.21",561,0.886201813091378,10.7772872268398,312.130039495921,1000
"73.22",561,0.782247392803681,3.90553952764026,104.692536531399,2000
"73.23",561,0.68249419894279,1.29290926059234,35.1644713359084,3000
"73.24",561,0.592772041309368,0.411523464912818,11.816910959774,4000
"73.25",561,0.513979741822971,0.128388660414948,3.97172541066073,5000
"74.10",564,0.604120810483388,29.266936478566,3778.09038634456,-10000
"74.11",564,0.594938239312549,28.9689853592966,3684.96654728447,-9000
"74.12",564,0.583623541702127,28.5813916375952,3567.76276625504,-8000
"74.13",564,0.569782554606016,28.0745316834095,3420.89635536861,-7000
"74.14",564,0.552989176756888,27.4069259578452,3237.74372978631,-6000
"74.15",564,0.532813798982307,26.5194935437804,3010.64837787146,-5000
"74.16",564,0.508879665779514,25.3263604535255,2731.09812516276,-4000
"74.17",564,0.480968502561321,23.6993698413268,2390.21497071425,-3000
"74.18",564,0.4492132032491,21.4394558255431,1979.79334377157,-2000
"74.19",564,0.414438334812273,18.215456516943,1494.26600482254,-1000
"74.20",564,0.378624592034271,13.4074136566733,934.189595824942,0
"74.21",564,0.341127908009834,5.62370385385957,312.130039495922,1000
"74.22",564,0.300109395637713,1.98105637550892,104.692536531399,2000
"74.23",564,0.261467683528506,0.644722647621713,35.1644713359085,3000
"74.24",564,0.226969519140144,0.202574860223937,11.816910959774,4000
"74.25",564,0.196760693479253,0.0624668970848426,3.97172541066073,5000
"75.10",571,1.10183923083501,43.6433458144842,3778.09038634456,-10000
"75.11",571,1.07965461063662,43.0419384623186,3684.96654728447,-9000
"75.12",571,1.05266109367181,42.2694350383525,3567.76276625504,-8000
"75.13",571,1.02012731587881,41.2747018315468,3420.89635536861,-7000
"75.14",571,0.981340777570078,39.9891318527069,3237.74372978632,-6000
"75.15",571,0.935704068257426,38.3199623570068,3010.64837787147,-5000
"75.16",571,0.882894123704962,36.1405389503016,2731.09812516276,-4000
"75.17",571,0.823118334796942,33.2751310425444,2390.21497071425,-3000
"75.18",571,0.757519253386012,29.4718935163413,1979.79334377157,-2000
