"","X","ptrans.ht","ptrans.hg","vinc","wane","ptrans.vh","hinc","hrec","feed","run","X","run","perc.vector","perc.host","num.tsetse","trans"
"583",583,0.0364109645782597,0.00366775130483089,0.051037969623087,0.231360135905703,0.385354098347807,0.162014179229612,0.0424142829399517,0.492557638266085,583,583,583,5.64614703900146,65.7036521671562,4138.06751036694,-10000
"592",592,0.0520059282288514,0.00201632855172036,0.0420016117794594,0.362967507334093,0.218555845227931,0.0730590624984043,0.0228043619909867,0.425857299880823,592,592,592,4.99289016374251,68.4069560621133,4138.06751036695,-10000
"597",597,0.0174773518012278,0.00313311630107113,0.0462000342770169,0.926637186021337,0.546903356719948,0.192878497821993,0.0150282279015228,0.496585867605056,597,597,597,5.4599659842584,89.4035610960497,4138.06751036694,-10000
"598",598,0.0691219401813485,0.00143129411211936,0.0401015570153637,0.213271503296529,0.476727326305397,0.0857978441981599,0.0229244245802887,0.453252967858726,598,598,598,5.8618939744715,70.5255339452382,4138.06751036693,-10000
"601",601,0.0644894397595711,0.00351234386372496,0.0399770032544543,0.161770842165365,0.221283052013349,0.131091432737497,0.0536944236254223,0.451477747441852,601,601,601,5.50790824748222,52.1944679023757,4138.06751036694,-10000
"603",603,0.0587036833317205,0.00321815012709121,0.0622801832693163,0.108025159567073,0.269635262220865,0.163003213939133,0.0383584351573101,0.393541361029881,603,603,603,5.33226423396503,59.105169992881,4138.06751036695,-10000
"611",611,0.0197642642544955,0.00347127995747374,0.0627165330836782,0.631562410064358,0.60379781762748,0.150475699720904,0.0174849176645919,0.407108526716901,611,611,611,4.99255455724396,85.2523467971485,4138.06751036695,-10000
"618",618,0.0153938918747567,0.00460797615090618,0.0580369052920413,0.0597399709984334,0.344117464820715,0.183722965072623,0.0226385487426674,0.474443114171969,618,618,618,4.99147869879332,64.5752404622681,4138.06751036695,-10000
"619",619,0.0477830145147815,0.00186395092676976,0.0459784041625137,0.894368718792356,0.405504669182468,0.0950937589044062,0.0210462744134129,0.412684433273117,619,619,619,5.1281417037906,77.3258776468498,4138.06751036694,-10000
"637",637,0.051437968412023,0.00375221766761271,0.0435619686274091,0.352296724767159,0.780615877728723,0.114549966122676,0.0516698440114094,0.459825379636682,637,637,637,5.83225581073062,59.9882175009491,4138.06751036695,-10000
"644",644,0.0458146775697544,0.00119896764110541,0.0386955308899827,0.807547610224509,0.347156040306203,0.174741364400896,0.0173024029807343,0.430575498821097,644,644,644,4.92576988245766,85.6670764200658,4138.06751036695,-10000
"649",649,0.0549584026452526,0.00153209230399923,0.0593756416334383,0.225904889848386,0.384583813314838,0.151289443218615,0.0141858694745208,0.409296146989179,649,649,649,5.80215531781018,84.3631325710109,4138.06751036694,-10000
"651",651,0.0383918158492632,0.00314058439342771,0.0462735421618757,0.257859025229714,0.377818060167786,0.0850101706723062,0.0128309404740285,0.36380958020497,651,651,651,5.46082293639572,80.9950622781777,4138.06751036694,-10000
"654",654,0.0760270520713553,0.00432751139400411,0.0648463489672091,0.802041637356258,0.388540004891297,0.0803192912913548,0.0703249544072974,0.390393621073298,654,654,654,5.61441056619799,47.5777506584726,4138.06751036694,-10000
"659",659,0.0458964063405432,0.00191799317406258,0.0593627420938263,0.241456595178938,0.264176867480297,0.118719253342971,0.0113956471780742,0.345373770577717,659,659,659,5.13680502148805,84.6452366292829,4138.06751036694,-10000
"671",671,0.0447178961837292,0.00356534835610888,0.0658778511998166,0.949039414287545,0.285888053011382,0.180920970668489,0.0645859410616259,0.467556095374787,671,671,671,5.73480799657583,64.1348136497328,4138.06751036692,-10000
"674",674,0.0371909874936752,0.00401057968336972,0.0585608453822012,0.118607587786857,0.268683561822074,0.181417149609638,0.0168160031491017,0.345575939187819,674,674,674,5.66556681775781,77.8915696668208,4138.06751036694,-10000
"675",675,0.0562625802445225,0.00476081696772715,0.0614978797164125,0.37256461632865,0.447988580805901,0.0954735689690026,0.0863598176296412,0.429131591600249,675,675,675,4.82686722313278,43.5163571806647,4138.06751036693,-10000
"683",683,0.0396295760721713,0.00440652074783109,0.0484037512826733,0.125153766614662,0.48569217840042,0.14211310866354,0.0562196058723474,0.474548568882048,683,683,683,5.00898656044645,51.4769046927235,4138.06751036694,-10000
"700",700,0.0647205907201394,0.00140589280470391,0.0337202152946498,0.36191070885004,0.639324820245011,0.170637654027467,0.0467489148646515,0.459344474108579,700,700,700,5.33976472851334,67.5145508404395,4138.06751036694,-10000
"702",702,0.0351606528767012,0.0021189570989355,0.0589150636014606,0.155211263991443,0.275912445456535,0.102095992347381,0.00954611053486976,0.416907806970296,702,702,702,4.8936286116474,84.4738077426233,4138.06751036695,-10000
"715",715,0.0732315065959096,0.0032789632415201,0.0456955902791116,0.524583111923055,0.2768413186308,0.114364651762818,0.0792406309457515,0.377965031938239,715,715,715,4.89502050626353,47.6255889626372,4138.06751036693,-10000
"724",724,0.0573502592865937,0.00333211855544825,0.0519631078311397,0.842576137346029,0.222691988061555,0.0800381382497648,0.0311590275714135,0.364417379589208,724,724,724,5.66293414309907,65.2121409027047,4138.06751036695,-10000
"729",729,0.0160354578789324,0.00404038332924829,0.043377565889565,0.687819244578686,0.730846321180742,0.185204183556419,0.0313575716798776,0.466767137950868,729,729,729,5.47123105246532,79.4065403836153,4138.06751036694,-10000
"736",736,0.0503266912229359,0.00300483640757157,0.0650510115056066,0.828601713336902,0.363733891832456,0.182248709854856,0.0673129515522936,0.400056933478491,736,736,736,5.06891883106736,62.7095297880782,4138.06751036694,-10000
"738",738,0.0481119834220596,0.0035592060468276,0.0445959796400741,0.752318146094072,0.559017222578731,0.169763457818423,0.0697560230693334,0.383095356363958,738,738,738,5.08614259755906,61.2214442650759,4138.06751036694,-10000
"739",739,0.0549988218881004,0.0042017427997326,0.0435320779929403,0.975345070505044,0.527597183132498,0.138295028438854,0.06817727249509,0.400963139224138,739,739,739,5.85561285943719,59.4760979604571,4138.06751036695,-10000
"756",756,0.0338389233410172,0.00248327863731422,0.0384911149780654,0.681587951186777,0.545086272895895,0.115825792400601,0.0326742630511134,0.499906705088564,756,756,756,4.87657783336177,72.0137518194956,4138.06751036694,-10000
"765",765,0.0237008879066259,0.00404981183351134,0.0424700994567868,0.67990883663103,0.371305207232339,0.166628601236207,0.0518729439340493,0.475638634649493,765,765,765,5.17164913677038,66.7108634345587,4138.06751036695,-10000
"770",770,0.0621211486873031,7.00140852341428e-05,0.0570786746499905,0.730600881749231,0.535692039167741,0.185581348250061,0.0211204145748712,0.341232949317123,770,770,770,4.86157295905413,84.3576801271242,4138.06751036694,-10000
"774",774,0.0648563178048469,0.000284527659987798,0.0512888709503148,0.418938924842759,0.624772935508704,0.157967690217619,0.0185046147122902,0.3792376875669,774,774,774,5.28098419335766,83.813313267932,4138.06751036695,-10000
"783",783,0.0763412581922859,0.00281067322222516,0.0357366187051948,0.346887321498722,0.70295735343555,0.126432059175645,0.0885643943663007,0.423314956524021,783,783,783,4.99529496902239,47.5378070994669,4138.06751036693,-10000
"797",797,0.034144605041109,0.0040372334955167,0.0457282929845387,0.956370445446754,0.479751830610447,0.145914017428706,0.0561348751245843,0.414807577272334,797,797,797,5.11533535581381,64.4199202243932,4138.06751036694,-10000
"798",798,0.0759236544021405,0.000665185652381042,0.0634947040368803,0.625707467802118,0.595056742595742,0.139619848657399,0.0389531059869371,0.496207416280677,798,798,798,5.80306648359215,71.7327343851916,4138.06751036695,-10000
"812",812,0.0182205974366888,0.00346122208769666,0.0394254157309653,0.523501823292908,0.211315913038235,0.136056614910935,0.0118315049021912,0.417666149313057,812,812,812,5.01936108237845,86.3234778047939,4138.06751036694,-10000
"818",818,0.0592181307144463,0.00278198713833117,0.0382380033902358,0.876392403555154,0.519601377982274,0.152783862565427,0.0734359608861036,0.420076169507811,818,818,818,5.18131687581438,58.6107919036608,4138.06751036695,-10000
"820",820,0.0497755162453279,0.00367936816809583,0.0524259542626639,0.62460226970552,0.524325258676335,0.175618595747091,0.0529765193697938,0.340779105898459,820,820,820,5.41901329489572,67.2227647710373,4138.06751036694,-10000
"825",825,0.0222726817025431,0.00408172034133109,0.0580000382053278,0.65706295277081,0.287548233296303,0.0917934343104872,0.0246879976930562,0.427184315392515,825,825,825,5.13939252672418,72.947785417441,4138.06751036694,-10000
"827",827,0.0596256308241934,0.0035757640804525,0.0384020670720764,0.678324773214904,0.689070150144212,0.133656308226474,0.0591433880454414,0.379748096412669,827,827,827,5.73327212883643,61.4993467127778,4138.06751036694,-10000
