"","run","perc.vector","perc.host","num.tsetse","trans"
"1",1,5.35416713467765,61.8062386880437,4138.06751036694,-10000
"2",2,2.30919323585483,51.9406146911411,4138.06751036694,-10000
"3",3,5.61009835541584,71.208025093032,4138.06751036694,-10000
"4",4,6.78894709942971,63.902165082908,4138.06751036695,-10000
"5",5,4.80917853222918,67.054218787857,4138.06751036694,-10000
"6",6,3.0949874857689,59.0443483290034,4138.06751036694,-10000
"7",7,3.93652179860719,62.354384952936,4138.06751036695,-10000
"8",8,1.09097214350652,38.2433962388099,4138.06751036695,-10000
"9",9,9.86156196276493,80.6547184055612,4138.06751036694,-10000
"10",10,4.68446578961507,55.5971416874313,4138.06751036695,-10000
"11",11,1.05745842076945,75.3721528959467,4138.06751036695,-10000
"12",12,3.84230336224148,50.6582375720338,4138.06751036694,-10000
"13",13,7.46368762986072,83.5050450460722,4138.06751036694,-10000
"14",14,2.22985639308013,53.0492564409636,4138.06751036693,-10000
"15",15,0.317192835764298,16.2097890917784,4138.06751036695,-10000
"16",16,6.99169927627942,72.0480877005166,4138.06751036694,-10000
"17",17,5.35787574425315,75.6205410008997,4138.06751036695,-10000
"18",18,2.97198813196519,37.4863039774973,4138.06751036694,-10000
"19",19,2.87447773745836,45.295269989011,4138.06751036694,-10000
"20",20,2.4125311338765,86.3333295061265,4138.06751036695,-10000
"21",21,8.33095005672442,68.6454005747858,4138.06751036693,-10000
"22",22,7.98935813576902,59.2803211169383,4138.06751036695,-10000
"23",23,6.03936767363931,49.7531502174848,4138.06751036694,-10000
"24",24,2.40065945356433,18.0617902113624,4138.06751036695,-10000
"25",25,3.01111742477107,59.7295168279208,4138.06751036695,-10000
"26",26,2.1433385195979,57.6873984800803,4138.06751036695,-10000
"27",27,4.68372773384474,57.1765083003449,4138.06751036694,-10000
"28",28,7.10246454518616,73.5971123749375,4138.06751036694,-10000
"29",29,7.22241925411294,61.9404926685877,4138.06751036694,-10000
"30",30,2.29297058963993,47.7866905294986,4138.06751036694,-10000
"31",31,9.77974239930473,86.3223646506658,4138.06751036694,-10000
"32",32,5.57639926299293,82.4017115407057,4138.06751036694,-10000
"33",33,3.431001472046,59.801005885621,4138.06751036694,-10000
"34",34,4.99808188377881,70.2968057699485,4138.06751036694,-10000
"35",35,1.84324295545128,32.6103743775916,4138.06751036695,-10000
"36",36,4.43754620099289,90.7528605154118,4138.06751036694,-10000
"37",37,4.03914696851074,45.2524199407992,4138.06751036694,-10000
"38",38,1.5049293396915,44.165603877478,4138.06751036694,-10000
"39",39,4.16353801412958,71.0194932364923,4138.06751036694,-10000
"40",40,4.72850339664665,59.7769239499569,4138.06751036694,-10000
"41",41,3.47491767467941,42.1480051545388,4138.06751036695,-10000
"42",42,6.2444326029567,78.5532026242085,4138.06751036695,-10000
"43",43,5.43901823713118,53.820721231224,4138.06751036695,-10000
"44",44,2.87894975897645,66.1801660680364,4138.06751036694,-10000
"45",45,3.36617851066561,64.3945217801436,4138.06751036694,-10000
"46",46,1.78376081444773,43.3529235177658,4138.06751036694,-10000
"47",47,6.47923539617399,81.6005694499669,4138.06751036694,-10000
"48",48,6.26016535715005,74.2414079012646,4138.06751036693,-10000
"49",49,5.53074287589521,60.3489193180766,4138.06751036694,-10000
"50",50,1.39902097788795,27.8847907818232,4138.06751036694,-10000
"51",51,3.59715433180139,47.6581818100659,4138.06751036695,-10000
"52",52,3.58793602168583,56.0214137513906,4138.06751036694,-10000
"53",53,5.23772002529292,52.6105553806129,4138.06751036695,-10000
"54",54,1.74288328458712,45.9647050552676,4138.06751036696,-10000
"55",55,7.89159825226193,59.7771866722371,4138.06751036694,-10000
"56",56,5.53522357450852,59.3260400848843,4138.06751036695,-10000
"57",57,3.96562710778559,57.0150727420666,4138.06751036694,-10000
"58",58,2.68364075245959,68.8027515157355,4138.06751036695,-10000
"59",59,0.698355404461074,39.118526562203,4138.06751036694,-10000
"60",60,5.02547699268535,55.4740174383638,4138.06751036694,-10000
"61",61,1.8370020009073,36.5441554068475,4138.06751036693,-10000
"62",62,5.22503523521782,89.2726598358601,4138.06751036694,-10000
"63",63,6.48991053202943,70.0208546543483,4138.06751036694,-10000
"64",64,6.26335262986864,58.8159192011687,4138.06751036694,-10000
